2026/05/21 23:43更新,#genre#
湖南卫视,http://222.95.12.2:4022/udp/239.49.8.142:6000
浙江卫视,http://222.95.12.2:4022/udp/239.49.8.20:9618
浙江卫视,http://222.95.12.2:4022/udp/239.49.8.139:6000
北京卫视,http://222.95.12.2:4022/udp/239.49.8.11:9414
北京卫视,http://222.95.12.2:4022/udp/239.49.8.141:6000
东方卫视,http://222.95.12.2:4022/udp/239.49.8.17:9606
东方卫视,http://222.95.12.2:4022/udp/239.49.8.140:6000
安徽卫视,http://222.95.12.2:4022/udp/239.49.8.80:8000
安徽卫视,http://222.95.12.2:4022/udp/239.49.8.204:6000
广东卫视,http://222.95.12.2:4022/udp/239.49.8.13:9422
广东卫视,http://222.95.12.2:4022/udp/239.49.8.143:6000
深圳卫视,http://222.95.12.2:4022/udp/239.49.8.15:9430
深圳卫视,http://222.95.12.2:4022/udp/239.49.8.145:6000
辽宁卫视,http://222.95.12.2:4022/udp/239.49.1.35:6000
辽宁卫视,http://222.95.12.2:4022/udp/239.49.8.48:8000
山东卫视,http://222.95.12.2:4022/udp/239.49.8.7:9306
山东卫视,http://222.95.12.2:4022/udp/239.49.8.146:6000
天津卫视,http://222.95.12.2:4022/udp/239.49.8.35:8620
天津卫视,http://222.95.12.2:4022/udp/239.49.8.148:6000
重庆卫视,http://222.95.12.2:4022/udp/239.49.8.57:9830
重庆卫视,http://222.95.12.2:4022/udp/239.49.8.149:6000
东南卫视,http://222.95.12.2:4022/udp/239.49.1.45:6000
东南卫视,http://222.95.12.2:4022/udp/239.49.8.112:8000
河北卫视,http://222.95.12.2:4022/udp/239.49.8.114:8000
河北卫视,http://222.95.12.2:4022/udp/239.49.8.188:6000
河南卫视,http://222.95.12.2:4022/udp/239.49.1.44:6000
河南卫视,http://222.95.12.2:4022/udp/239.49.8.29:8000
湖北卫视,http://222.95.12.2:4022/udp/239.49.8.8:9632
湖北卫视,http://222.95.12.2:4022/udp/239.49.8.147:6000
陕西卫视,http://222.95.12.2:4022/udp/239.49.0.233:8000
四川卫视,http://222.95.12.2:4022/udp/239.49.1.43:6000
四川卫视,http://222.95.12.2:4022/udp/239.49.8.110:8000
海南卫视,http://222.95.12.2:4022/udp/239.49.1.41:6000
海南卫视,http://222.95.12.2:4022/udp/239.49.8.83:8000
甘肃卫视,http://222.95.12.2:4022/udp/239.49.0.172:8000
甘肃卫视,http://222.95.12.2:4022/udp/239.49.0.250:8000
广西卫视,http://222.95.12.2:4022/udp/239.49.1.40:6000
广西卫视,http://222.95.12.2:4022/udp/239.49.8.10:8000
贵州卫视,http://222.95.12.2:4022/udp/239.49.1.52:6000
贵州卫视,http://222.95.12.2:4022/udp/239.49.8.49:8000
黑龙江卫视,http://222.95.12.2:4022/udp/239.49.8.14:9426
黑龙江卫视,http://222.95.12.2:4022/udp/239.49.8.144:6000
江西卫视,http://222.95.12.2:4022/udp/239.49.8.111:8000
江西卫视,http://222.95.12.2:4022/udp/239.49.8.185:6000
吉林卫视,http://222.95.12.2:4022/udp/239.49.1.49:6000
吉林卫视,http://222.95.12.2:4022/udp/239.49.8.113:8000
内蒙古卫视,http://222.95.12.2:4022/udp/239.49.0.180:8000
宁夏卫视,http://222.95.12.2:4022/udp/239.49.0.171:8000
山西卫视,http://222.95.12.2:4022/udp/239.49.1.51:6000
山西卫视,http://222.95.12.2:4022/udp/239.49.1.55:8000
新疆卫视,http://222.95.12.2:4022/udp/239.49.1.57:8000
云南卫视,http://222.95.12.2:4022/udp/239.49.0.177:8000
云南卫视,http://222.95.12.2:4022/udp/239.49.1.235:6000
青海卫视,http://222.95.12.2:4022/udp/239.49.0.81:8000
青海卫视,http://222.95.12.2:4022/udp/239.49.1.53:6000
西藏卫视,http://222.95.12.2:4022/udp/239.49.1.56:8000
兵团卫视,http://222.95.12.2:4022/udp/239.49.1.58:8000
三沙卫视,http://222.95.12.2:4022/udp/239.49.0.165:8000
三沙卫视,http://222.95.12.2:4022/udp/239.49.0.167:8000
厦门卫视,http://222.95.12.2:4022/udp/239.49.0.230:8000
山东教育卫视,http://222.95.12.2:4022/udp/239.49.0.252:8000
北京卫视4K,http://222.95.12.2:4022/udp/239.49.0.253:8000
北京卫视4K,http://222.95.12.2:4022/udp/239.49.0.42:8000
浙江卫视4K,http://222.95.12.2:4022/udp/239.49.1.64:8000
山东卫视4K,http://222.95.12.2:4022/udp/239.49.1.72:8000
湖南卫视4K,http://222.95.12.2:4022/udp/239.49.1.68:8000
广东卫视4K,http://222.95.12.2:4022/udp/239.49.1.26:8000
广东卫视4K,http://222.95.12.2:4022/udp/239.49.1.24:8000
四川卫视4K,http://222.95.12.2:4022/udp/239.49.1.66:8000
深圳卫视4K,http://222.95.12.2:4022/udp/239.49.1.28:8000
深圳卫视4K,http://222.95.12.2:4022/udp/239.49.1.27:8000
东方卫视4K,http://222.95.12.2:4022/udp/239.49.1.70:8000
北京卡酷少儿,http://222.95.12.2:4022/udp/239.49.0.148:8000
湖南快乐垂钓,http://222.95.12.2:4022/udp/239.49.0.114:8000
湖南茶频道,http://222.95.12.2:4022/udp/239.49.0.146:8000
湖南金鹰纪实,http://222.95.12.2:4022/udp/239.49.8.79:8000
湖南金鹰卡通,http://222.95.12.2:4022/udp/239.49.8.33:8000
河南梨园频道,http://222.95.12.2:4022/udp/239.49.8.193:8000
河南武术世界,http://222.95.12.2:4022/udp/239.49.0.205:8000
河南文物宝库,http://222.95.12.2:4022/udp/239.49.0.209:8000
上海东方财经,http://222.95.12.2:4022/udp/239.49.0.95:8000
上海法治天地,http://222.95.12.2:4022/udp/239.49.0.96:8000
上海生活时尚,http://222.95.12.2:4022/udp/239.49.0.97:8000
上海都市剧场,http://222.95.12.2:4022/udp/239.49.0.99:8000
中国天气,http://222.95.12.2:4022/udp/239.49.0.94:8000
精彩推荐,http://222.95.12.2:4022/udp/239.49.8.34:8612
睛彩竞技,http://222.95.12.2:4022/udp/239.49.8.39:8000
睛彩篮球,http://222.95.12.2:4022/udp/239.49.8.42:8000
睛彩青少,http://222.95.12.2:4022/udp/239.49.8.46:8000
睛彩广场舞,http://222.95.12.2:4022/udp/239.49.8.64:8000

南京少儿,http://222.95.12.2:4022/udp/239.49.0.45:8000
南京影视,http://222.95.12.2:4022/udp/239.49.0.24:8000
南京文旅纪录,http://222.95.12.2:4022/udp/239.49.0.38:8000
南京新闻综合,http://222.95.12.2:4022/udp/239.49.0.25:8192
南京生活频道,http://222.95.12.2:4022/udp/239.49.0.26:8200
南京科教频道,http://222.95.12.2:4022/udp/239.49.0.183:9434
南京高淳新闻,http://222.95.12.2:4022/udp/239.49.0.74:8000
南通公共,http://222.95.12.2:4022/udp/239.49.0.197:8000
南通新闻综合,http://222.95.12.2:4022/udp/239.49.0.223:8000
南通社教,http://222.95.12.2:4022/udp/239.49.0.224:8000
宿迁公共,http://222.95.12.2:4022/udp/239.49.0.236:8000
宿迁宿豫综合,http://222.95.12.2:4022/udp/239.49.0.83:8000
宿迁沭阳综合,http://222.95.12.2:4022/udp/239.49.0.189:8792
宿迁泗洪综合,http://222.95.12.2:4022/udp/239.49.0.195:8000
宿迁综合,http://222.95.12.2:4022/udp/239.49.0.231:8000
常州公共,http://222.95.12.2:4022/udp/239.49.0.218:9582
常州生活,http://222.95.12.2:4022/udp/239.49.0.219:9586
常州综合,http://222.95.12.2:4022/udp/239.49.0.221:9594
常州都市,http://222.95.12.2:4022/udp/239.49.0.220:9590
常州金坛电视台,http://222.95.12.2:4022/udp/239.49.1.54:8000
徐州1,http://222.95.12.2:4022/udp/239.49.0.203:8000
徐州2,http://222.95.12.2:4022/udp/239.49.0.199:8000
徐州3,http://222.95.12.2:4022/udp/239.49.0.211:8000
徐州新沂1,http://222.95.12.2:4022/udp/239.49.0.238:8000
徐州沛县新闻综合,http://222.95.12.2:4022/udp/239.49.0.214:8000
徐州睢宁综合,http://222.95.12.2:4022/udp/239.49.0.239:8000
徐州贾汪新闻,http://222.95.12.2:4022/udp/239.49.0.248:8000
徐州邳州综合,http://222.95.12.2:4022/udp/239.49.0.182:8000
徐州铜山1,http://222.95.12.2:4022/udp/239.49.0.163:8000
无锡新闻综合,http://222.95.12.2:4022/udp/239.49.1.77:8000
无锡新闻综合,http://222.95.12.2:4022/udp/239.49.1.77:8000
无锡都市资讯,http://222.95.12.2:4022/udp/239.49.1.78:8000
无锡都市资讯,http://222.95.12.2:4022/udp/239.49.1.78:8000
江苏体育休闲,http://222.95.12.2:4022/udp/239.49.8.117:8000
江苏国际,http://222.95.12.2:4022/udp/239.49.0.22:8168
江苏国际频道,http://222.95.12.2:4022/udp/239.49.1.23:6000
江苏城市频道,http://222.95.12.2:4022/udp/239.49.8.107:8000
江苏影视频道,http://222.95.12.2:4022/udp/239.49.8.118:8000
江苏教育频道,http://222.95.12.2:4022/udp/239.49.8.122:8000
江苏新闻频道,http://222.95.12.2:4022/udp/239.49.8.120:8000
江苏综艺频道,http://222.95.12.2:4022/udp/239.49.8.108:8000
江苏财富天下,http://222.95.12.2:4022/udp/239.49.1.29:6000
泰州1,http://222.95.12.2:4022/udp/239.49.0.215:8000
泰州2,http://222.95.12.2:4022/udp/239.49.0.217:8000
泰州3,http://222.95.12.2:4022/udp/239.49.0.222:8000
泰州兴化新闻综合,http://222.95.12.2:4022/udp/239.49.0.162:8000
泰州泰兴综合,http://222.95.12.2:4022/udp/239.49.0.168:8000
淮安公共,http://222.95.12.2:4022/udp/239.49.0.181:8000
淮安影视娱乐,http://222.95.12.2:4022/udp/239.49.0.192:8000
淮安新闻综合,http://222.95.12.2:4022/udp/239.49.0.204:8000
淮安洪泽1,http://222.95.12.2:4022/udp/239.49.0.89:8000
淮安淮阴综合,http://222.95.12.2:4022/udp/239.49.0.169:8000
淮安盱眙综合,http://222.95.12.2:4022/udp/239.49.0.237:8000
盐城1,http://222.95.12.2:4022/udp/239.49.8.30:8000
盐城2,http://222.95.12.2:4022/udp/239.49.0.88:8000
盐城3,http://222.95.12.2:4022/udp/239.49.0.91:8000
盐城响水综合,http://222.95.12.2:4022/udp/239.49.0.115:8912
苏州生活资讯5,http://222.95.12.2:4022/udp/239.49.8.116:8000
连云港东海综合,http://222.95.12.2:4022/udp/239.49.0.121:8000
连云港新闻综合,http://222.95.12.2:4022/udp/239.49.0.225:8000
连云港生活频道,http://222.95.12.2:4022/udp/239.49.0.229:8000
连云港赣榆电视台,http://222.95.12.2:4022/udp/239.49.0.241:8000
镇江新闻综合,http://222.95.12.2:4022/udp/239.49.0.98:8000

江苏电信-组播10,#genre#
江苏卫视,http://49.77.104.95:8554/udp/239.49.8.16:9602
江苏卫视,http://49.77.104.95:8554/udp/239.49.8.138:6000
江苏卫视4K,http://49.77.104.95:8554/udp/239.49.1.62:8000

江苏优漫卡通,http://49.77.104.95:8554/udp/239.49.8.119:8000

CCTV-1综合,http://49.77.104.95:8554/udp/239.49.8.19:9614
CCTV-1综合,http://49.77.104.95:8554/udp/239.49.8.129:6000
CCTV-2财经,http://49.77.104.95:8554/udp/239.49.8.50:9802
CCTV-2财经,http://49.77.104.95:8554/udp/239.49.8.130:6000
CCTV-3综艺,http://49.77.104.95:8554/udp/239.49.1.3:6000
CCTV-3综艺,http://49.77.104.95:8554/udp/239.49.8.74:8000
CCTV-4中文国际,http://49.77.104.95:8554/udp/239.49.8.131:6000
CCTV-4中文国际,http://49.77.104.95:8554/udp/239.49.8.51:9806
CCTV-5体育,http://49.77.104.95:8554/udp/239.49.1.5:6000
CCTV-5体育,http://49.77.104.95:8554/udp/239.49.8.75:8000
CCTV-5+体育赛事,http://49.77.104.95:8554/udp/239.49.8.18:9610
CCTV-6电影,http://49.77.104.95:8554/udp/239.49.1.6:6000
CCTV-6电影,http://49.77.104.95:8554/udp/239.49.8.76:8000
CCTV-7国防军事,http://49.77.104.95:8554/udp/239.49.1.254:6000
CCTV-7国防军事,http://49.77.104.95:8554/udp/239.49.0.126:8000
CCTV-8电视剧,http://49.77.104.95:8554/udp/239.49.1.8:6000
CCTV-8电视剧,http://49.77.104.95:8554/udp/239.49.8.77:8000
CCTV-9纪录,http://49.77.104.95:8554/udp/239.49.8.53:9814
CCTV-10科教,http://49.77.104.95:8554/udp/239.49.8.54:9818
CCTV-10科教,http://49.77.104.95:8554/udp/239.49.8.134:6000
CCTV-11戏曲,http://49.77.104.95:8554/udp/239.49.1.11:6000
CCTV-11戏曲,http://49.77.104.95:8554/udp/239.49.0.127:8000
CCTV-12社会与法,http://49.77.104.95:8554/udp/239.49.8.55:9822
CCTV-12社会与法,http://49.77.104.95:8554/udp/239.49.8.135:6000
CCTV-13新闻,http://49.77.104.95:8554/udp/239.49.1.13:6000
CCTV-13新闻,http://49.77.104.95:8554/udp/239.49.8.109:8000
CCTV-14少儿,http://49.77.104.95:8554/udp/239.49.8.56:9826
CCTV-14少儿,http://49.77.104.95:8554/udp/239.49.8.136:6000
CCTV-15音乐,http://49.77.104.95:8554/udp/239.49.1.15:6000
CCTV-15音乐,http://49.77.104.95:8554/udp/239.49.0.128:8000
CCTV-16奥林匹克,http://49.77.104.95:8554/udp/239.49.8.31:8000
CCTV-17农业农村,http://49.77.104.95:8554/udp/239.49.8.52:9810
CCTV-17农业农村,http://49.77.104.95:8554/udp/239.49.8.132:6000
CCTV4KSDR,http://49.77.104.95:8554/udp/239.49.0.82:8000
CCTV16SDR,http://49.77.104.95:8554/udp/239.49.0.109:8000
CGTN英语,http://49.77.104.95:8554/udp/239.49.0.9:8064
CGTN英语,http://49.77.104.95:8554/udp/239.49.1.9:6000
CGTN西班牙语,http://49.77.104.95:8554/udp/239.49.1.30:8000
CGTN法语,http://49.77.104.95:8554/udp/239.49.1.31:8000
CGTN俄语,http://49.77.104.95:8554/udp/239.49.0.111:8000
CETV1,http://49.77.104.95:8554/udp/239.49.8.115:8000
CETV2,http://49.77.104.95:8554/udp/239.49.0.71:8560
CETV4,http://49.77.104.95:8554/udp/239.49.0.125:8000
湖南卫视,http://49.77.104.95:8554/udp/239.49.8.12:9418
湖南卫视,http://49.77.104.95:8554/udp/239.49.8.142:6000
浙江卫视,http://49.77.104.95:8554/udp/239.49.8.20:9618
浙江卫视,http://49.77.104.95:8554/udp/239.49.8.139:6000
北京卫视,http://49.77.104.95:8554/udp/239.49.8.11:9414
北京卫视,http://49.77.104.95:8554/udp/239.49.8.141:6000
东方卫视,http://49.77.104.95:8554/udp/239.49.8.17:9606
东方卫视,http://49.77.104.95:8554/udp/239.49.8.140:6000
安徽卫视,http://49.77.104.95:8554/udp/239.49.8.80:8000
安徽卫视,http://49.77.104.95:8554/udp/239.49.8.204:6000
广东卫视,http://49.77.104.95:8554/udp/239.49.8.13:9422
广东卫视,http://49.77.104.95:8554/udp/239.49.8.143:6000
深圳卫视,http://49.77.104.95:8554/udp/239.49.8.15:9430
深圳卫视,http://49.77.104.95:8554/udp/239.49.8.145:6000
辽宁卫视,http://49.77.104.95:8554/udp/239.49.1.35:6000
辽宁卫视,http://49.77.104.95:8554/udp/239.49.8.48:8000
山东卫视,http://49.77.104.95:8554/udp/239.49.8.7:9306
山东卫视,http://49.77.104.95:8554/udp/239.49.8.146:6000
天津卫视,http://49.77.104.95:8554/udp/239.49.8.35:8620
天津卫视,http://49.77.104.95:8554/udp/239.49.8.148:6000
重庆卫视,http://49.77.104.95:8554/udp/239.49.8.57:9830
重庆卫视,http://49.77.104.95:8554/udp/239.49.8.149:6000
东南卫视,http://49.77.104.95:8554/udp/239.49.1.45:6000
东南卫视,http://49.77.104.95:8554/udp/239.49.8.112:8000
河北卫视,http://49.77.104.95:8554/udp/239.49.8.114:8000
河北卫视,http://49.77.104.95:8554/udp/239.49.8.188:6000
河南卫视,http://49.77.104.95:8554/udp/239.49.1.44:6000
河南卫视,http://49.77.104.95:8554/udp/239.49.8.29:8000
湖北卫视,http://49.77.104.95:8554/udp/239.49.8.8:9632
湖北卫视,http://49.77.104.95:8554/udp/239.49.8.147:6000
陕西卫视,http://49.77.104.95:8554/udp/239.49.0.233:8000
四川卫视,http://49.77.104.95:8554/udp/239.49.1.43:6000
四川卫视,http://49.77.104.95:8554/udp/239.49.8.110:8000
海南卫视,http://49.77.104.95:8554/udp/239.49.1.41:6000
海南卫视,http://49.77.104.95:8554/udp/239.49.8.83:8000
甘肃卫视,http://49.77.104.95:8554/udp/239.49.0.172:8000
甘肃卫视,http://49.77.104.95:8554/udp/239.49.0.250:8000
广西卫视,http://49.77.104.95:8554/udp/239.49.1.40:6000
广西卫视,http://49.77.104.95:8554/udp/239.49.8.10:8000
贵州卫视,http://49.77.104.95:8554/udp/239.49.1.52:6000
贵州卫视,http://49.77.104.95:8554/udp/239.49.8.49:8000
黑龙江卫视,http://49.77.104.95:8554/udp/239.49.8.14:9426
黑龙江卫视,http://49.77.104.95:8554/udp/239.49.8.144:6000
江西卫视,http://49.77.104.95:8554/udp/239.49.8.111:8000
江西卫视,http://49.77.104.95:8554/udp/239.49.8.185:6000
吉林卫视,http://49.77.104.95:8554/udp/239.49.1.49:6000
吉林卫视,http://49.77.104.95:8554/udp/239.49.8.113:8000
内蒙古卫视,http://49.77.104.95:8554/udp/239.49.0.180:8000
宁夏卫视,http://49.77.104.95:8554/udp/239.49.0.171:8000
山西卫视,http://49.77.104.95:8554/udp/239.49.1.51:6000
山西卫视,http://49.77.104.95:8554/udp/239.49.1.55:8000
新疆卫视,http://49.77.104.95:8554/udp/239.49.1.57:8000
云南卫视,http://49.77.104.95:8554/udp/239.49.0.177:8000
云南卫视,http://49.77.104.95:8554/udp/239.49.1.235:6000
青海卫视,http://49.77.104.95:8554/udp/239.49.0.81:8000
青海卫视,http://49.77.104.95:8554/udp/239.49.1.53:6000
西藏卫视,http://49.77.104.95:8554/udp/239.49.1.56:8000
兵团卫视,http://49.77.104.95:8554/udp/239.49.1.58:8000
三沙卫视,http://49.77.104.95:8554/udp/239.49.0.165:8000
三沙卫视,http://49.77.104.95:8554/udp/239.49.0.167:8000
厦门卫视,http://49.77.104.95:8554/udp/239.49.0.230:8000
山东教育卫视,http://49.77.104.95:8554/udp/239.49.0.252:8000
北京卫视4K,http://49.77.104.95:8554/udp/239.49.0.253:8000
北京卫视4K,http://49.77.104.95:8554/udp/239.49.0.42:8000
浙江卫视4K,http://49.77.104.95:8554/udp/239.49.1.64:8000
山东卫视4K,http://49.77.104.95:8554/udp/239.49.1.72:8000
湖南卫视4K,http://49.77.104.95:8554/udp/239.49.1.68:8000
广东卫视4K,http://49.77.104.95:8554/udp/239.49.1.26:8000
广东卫视4K,http://49.77.104.95:8554/udp/239.49.1.24:8000
四川卫视4K,http://49.77.104.95:8554/udp/239.49.1.66:8000
深圳卫视4K,http://49.77.104.95:8554/udp/239.49.1.28:8000
深圳卫视4K,http://49.77.104.95:8554/udp/239.49.1.27:8000
东方卫视4K,http://49.77.104.95:8554/udp/239.49.1.70:8000
北京卡酷少儿,http://49.77.104.95:8554/udp/239.49.0.148:8000
湖南快乐垂钓,http://49.77.104.95:8554/udp/239.49.0.114:8000
湖南茶频道,http://49.77.104.95:8554/udp/239.49.0.146:8000
湖南金鹰纪实,http://49.77.104.95:8554/udp/239.49.8.79:8000
湖南金鹰卡通,http://49.77.104.95:8554/udp/239.49.8.33:8000
河南梨园频道,http://49.77.104.95:8554/udp/239.49.8.193:8000
河南武术世界,http://49.77.104.95:8554/udp/239.49.0.205:8000
河南文物宝库,http://49.77.104.95:8554/udp/239.49.0.209:8000
上海东方财经,http://49.77.104.95:8554/udp/239.49.0.95:8000
上海法治天地,http://49.77.104.95:8554/udp/239.49.0.96:8000
上海生活时尚,http://49.77.104.95:8554/udp/239.49.0.97:8000
上海都市剧场,http://49.77.104.95:8554/udp/239.49.0.99:8000
中国天气,http://49.77.104.95:8554/udp/239.49.0.94:8000
精彩推荐,http://49.77.104.95:8554/udp/239.49.8.34:8612
睛彩竞技,http://49.77.104.95:8554/udp/239.49.8.39:8000
睛彩篮球,http://49.77.104.95:8554/udp/239.49.8.42:8000
睛彩青少,http://49.77.104.95:8554/udp/239.49.8.46:8000
睛彩广场舞,http://49.77.104.95:8554/udp/239.49.8.64:8000

南京少儿,http://49.77.104.95:8554/udp/239.49.0.45:8000
南京影视,http://49.77.104.95:8554/udp/239.49.0.24:8000
南京文旅纪录,http://49.77.104.95:8554/udp/239.49.0.38:8000
南京新闻综合,http://49.77.104.95:8554/udp/239.49.0.25:8192
南京生活频道,http://49.77.104.95:8554/udp/239.49.0.26:8200
南京科教频道,http://49.77.104.95:8554/udp/239.49.0.183:9434
南京高淳新闻,http://49.77.104.95:8554/udp/239.49.0.74:8000
南通公共,http://49.77.104.95:8554/udp/239.49.0.197:8000
南通新闻综合,http://49.77.104.95:8554/udp/239.49.0.223:8000
南通社教,http://49.77.104.95:8554/udp/239.49.0.224:8000
宿迁公共,http://49.77.104.95:8554/udp/239.49.0.236:8000
宿迁宿豫综合,http://49.77.104.95:8554/udp/239.49.0.83:8000
宿迁沭阳综合,http://49.77.104.95:8554/udp/239.49.0.189:8792
宿迁泗洪综合,http://49.77.104.95:8554/udp/239.49.0.195:8000
宿迁综合,http://49.77.104.95:8554/udp/239.49.0.231:8000
常州公共,http://49.77.104.95:8554/udp/239.49.0.218:9582
常州生活,http://49.77.104.95:8554/udp/239.49.0.219:9586
常州综合,http://49.77.104.95:8554/udp/239.49.0.221:9594
常州都市,http://49.77.104.95:8554/udp/239.49.0.220:9590
常州金坛电视台,http://49.77.104.95:8554/udp/239.49.1.54:8000
徐州1,http://49.77.104.95:8554/udp/239.49.0.203:8000
徐州2,http://49.77.104.95:8554/udp/239.49.0.199:8000
徐州3,http://49.77.104.95:8554/udp/239.49.0.211:8000
徐州新沂1,http://49.77.104.95:8554/udp/239.49.0.238:8000
徐州沛县新闻综合,http://49.77.104.95:8554/udp/239.49.0.214:8000
徐州睢宁综合,http://49.77.104.95:8554/udp/239.49.0.239:8000
徐州贾汪新闻,http://49.77.104.95:8554/udp/239.49.0.248:8000
徐州邳州综合,http://49.77.104.95:8554/udp/239.49.0.182:8000
徐州铜山1,http://49.77.104.95:8554/udp/239.49.0.163:8000
无锡新闻综合,http://49.77.104.95:8554/udp/239.49.1.77:8000
无锡新闻综合,http://49.77.104.95:8554/udp/239.49.1.77:8000
无锡都市资讯,http://49.77.104.95:8554/udp/239.49.1.78:8000
无锡都市资讯,http://49.77.104.95:8554/udp/239.49.1.78:8000
江苏体育休闲,http://49.77.104.95:8554/udp/239.49.8.117:8000
江苏国际,http://49.77.104.95:8554/udp/239.49.0.22:8168
